generation,maternal_age,strain,plate,well,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,censor
F0,NA,BpL1,1,D06,0,0,2,2,3,3,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,L5,2,A02,0,0,3,3,4,2,2,2,3,3,1,2,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,L5,2,A03,0,0,3,3,4,3,3,2,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1
F0,NA,L5,2,A04,0,0,3,4,3,3,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,L5,2,A05,0,0,3,4,3,3,2,2,3,3,1,2,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,L5,2,A06,0,0,3,3,3,4,2,2,2,3,3,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,L5,2,B01,0,0,4,3,4,3,3,2,3,2,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,L5,2,B02,0,0,4,4,3,3,3,3,2,3,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,L5,2,B03,0,1,4,4,4,2,2,3,3,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,L5,2,B04,0,0,3,4,3,3,1,1,3,2,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,L5,2,B05,0,0,3,4,3,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,L5,2,B06,0,0,4,4,4,4,3,2,2,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,L5,2,C01,0,0,3,4,3,2,3,3,2,2,2,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,L5,2,C02,0,0,4,4,3,4,3,2,2,2,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,L5,2,C03,0,0,4,3,4,1,3,3,3,3,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,L5,2,C04,0,0,3,3,2,3,2,2,3,2,2,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,L5,2,C05,0,0,4,4,2,2,3,3,2,1,3,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,L5,2,C06,0,0,3,4,3,3,3,3,3,3,2,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,L5,2,D01,0,0,3,4,4,3,3,3,3,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,L5,2,D02,0,0,4,3,4,4,2,1,1,3,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,L5,2,D03,0,0,3,3,3,2,3,1,3,2,3,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,L5,2,D04,0,0,3,3,4,3,3,1,3,3,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,L5,2,D05,0,0,3,5,3,3,2,2,2,3,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,L5,2,D06,0,0,3,3,3,3,2,2,3,2,1,2,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1
F0,NA,RUS-RE,2,A01,0,0,3,3,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,RUS-RE,2,A02,0,0,3,3,3,3,3,1,3,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,RUS-RE,2,A03,0,0,3,4,2,4,3,3,3,3,3,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,RUS-RE,2,A04,0,0,4,3,4,3,4,2,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,RUS-RE,2,A05,0,0,3,4,4,3,3,2,3,3,2,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,RUS-RE,2,A06,0,0,3,3,4,2,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,RUS-RE,2,B01,0,0,3,4,3,3,2,2,2,2,2,1,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,RUS-RE,2,B02,0,0,2,3,4,3,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,RUS-RE,2,B03,0,0,3,4,3,2,3,2,2,3,2,1,1,1,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,RUS-RE,2,B04,0,0,3,3,3,2,3,2,2,2,2,2,2,1,1,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,RUS-RE,2,B05,0,0,3,3,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,RUS-RE,2,C01,0,0,3,4,4,3,3,2,3,3,2,2,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,RUS-RE,2,C02,0,0,2,4,3,3,3,2,3,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,RUS-RE,2,C05,0,0,3,3,3,3,3,2,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1
F0,NA,RUS-RE,2,C06,0,0,3,4,3,3,2,1,2,3,2,1,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,RUS-RE,2,D01,0,0,3,4,3,3,3,2,2,2,3,2,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,RUS-RE,2,D02,0,0,2,3,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,RUS-RE,2,D04,0,0,3,3,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,RUS-RE,2,D06,0,0,3,4,3,4,2,2,3,3,1,1,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,BpL1,2,A01,0,0,2,2,3,2,2,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,BpL1,2,A02,0,0,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,BpL1,2,A03,0,0,2,2,3,1,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,BpL1,2,A04,0,0,2,2,2,1,2,1,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,BpL1,2,A05,0,0,1,3,2,3,3,3,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,BpL1,2,A06,0,0,2,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,BpL1,2,B01,0,0,1,3,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,BpL1,2,B02,0,0,1,3,2,2,1,0,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,BpL1,2,B03,0,0,2,2,3,3,2,1,2,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,BpL1,2,B04,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,BpL1,2,B05,0,0,2,2,3,1,1,2,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,BpL1,2,B06,0,0,1,3,3,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,BpL1,2,C01,0,0,1,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
F0,NA,BpL1,2,C02,0,0,2,1,2,3,1,1,2,1,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,BpL1,2,C03,0,0,2,3,3,2,2,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,BpL1,2,C05,0,0,2,2,3,3,2,2,2,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,BpL1,2,C06,0,0,2,2,3,3,1,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,BpL1,2,D01,0,0,2,1,2,1,2,1,1,2,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,BpL1,2,D02,0,0,2,3,2,3,1,2,2,1,0,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,BpL1,2,D03,0,0,1,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,BpL1,2,D05,0,0,2,3,3,3,2,1,2,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,BpL1,2,D06,0,0,1,2,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,L5,3,A01,0,0,3,3,3,3,2,2,2,2,2,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,L5,3,A02,0,0,4,4,4,3,2,2,3,2,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,L5,3,A03,0,0,3,3,4,2,2,2,2,2,2,2,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,L5,3,A04,0,0,3,3,4,2,2,2,3,1,1,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,L5,3,A05,0,0,4,3,4,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,L5,3,A06,0,0,3,4,3,3,3,2,3,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,L5,3,B01,0,0,3,4,3,3,1,3,2,2,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,L5,3,B02,0,0,4,4,4,4,3,1,3,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,L5,3,B04,0,0,4,4,3,3,4,0,2,2,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,L5,3,B05,0,0,4,5,4,4,4,3,3,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,L5,3,B06,0,0,3,4,3,3,3,2,3,3,2,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,L5,3,C01,0,0,3,3,3,3,3,0,3,2,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,L5,3,C02,0,0,4,4,4,4,2,2,3,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,L5,3,C03,0,0,4,4,4,4,3,2,4,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,L5,3,C04,0,0,4,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
F0,NA,L5,3,C05,0,0,5,4,4,3,3,2,3,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,L5,3,C06,0,0,3,4,4,3,4,2,2,3,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,L5,3,D01,0,0,4,3,4,3,4,2,3,4,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,L5,3,D02,0,0,3,4,4,4,3,3,2,2,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,L5,3,D03,0,0,2,4,3,3,2,2,3,3,2,2,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,L5,3,D04,0,0,3,4,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1
F0,NA,L5,3,D05,0,0,4,4,3,3,3,1,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1
F0,NA,L5,3,D06,0,0,3,3,4,3,4,2,3,3,2,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,RUS-RE,3,A01,0,0,2,3,4,3,3,1,3,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,RUS-RE,3,A02,0,0,3,3,1,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,RUS-RE,3,A03,0,0,3,4,3,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,RUS-RE,3,A04,0,0,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,RUS-RE,3,A05,0,0,3,4,3,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,RUS-RE,3,A06,0,0,3,4,3,4,3,2,2,3,1,2,2,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,RUS-RE,3,B01,0,0,3,3,3,3,3,2,3,2,2,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,RUS-RE,3,B02,0,0,2,3,3,3,2,2,3,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,RUS-RE,3,B03,0,0,3,3,4,3,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
F0,NA,RUS-RE,3,B06,0,0,3,3,4,3,4,2,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
